event,stage,series_date,team_a,team_b,bo_format,inferno_score_a,inferno_score_b,hltv_match_url,liquipedia_page,rar_filename,downloaded,parsed,n_rounds,notes
Perfect World Shanghai Major 2024,Elimination Stage,2024/12/5,tl,gl,,13,10,https://www.hltv.org/matches/2377704/-,https://liquipedia.net/counterstrike/Perfect_World/Major/2024/Shanghai/Elimination_Stage,perfect-world-shanghai-major-2024-liquid-vs-gamerlegion-inferno-_P8gcBoUXW7vbWcx58a_nT.rar,Y,,,
Perfect World Shanghai Major 2024,Elimination Stage,2024/12/6,FURIA,tl,,9,13,https://www.hltv.org/matches/2377713/-,https://liquipedia.net/counterstrike/Perfect_World/Major/2024/Shanghai/Elimination_Stage,perfect-world-shanghai-major-2024-furia-vs-liquid-inferno-5nn0WmndfxBmOGhFKogzkK.rar,Y,,,
Perfect World Shanghai Major 2024,Elimination Stage,2024/12/6,MOUZ,FaZe,,10,13,https://www.hltv.org/matches/2377715/-,https://liquipedia.net/counterstrike/Perfect_World/Major/2024/Shanghai/Elimination_Stage,perfect-world-shanghai-major-2024-mouz-vs-faze-inferno-GWJZKVoAI47bF9DuY0ZWje.rar,Y,,,
Perfect World Shanghai Major 2024,Elimination Stage,2024/12/7,G2,FaZe,,13,4,https://www.hltv.org/matches/2377721/-,https://liquipedia.net/counterstrike/Perfect_World/Major/2024/Shanghai/Elimination_Stage,perfect-world-shanghai-major-2024-g2-vs-faze-bo3-XHiNdlO3tFHXMAipIhMIuR.rar,Y,,,
Perfect World Shanghai Major 2024,Elimination Stage,2024/12/7,FURIA,paiN,,13,11,https://www.hltv.org/matches/2377725/-,https://liquipedia.net/counterstrike/Perfect_World/Major/2024/Shanghai/Elimination_Stage,perfect-world-shanghai-major-2024-furia-vs-pain-bo3-j8WUZSeDARbwU-foJFnaWU.rar,Y,,,
Perfect World Shanghai Major 2024,Elimination Stage,2024/12/8,FURIA,FaZe,,13,6,https://www.hltv.org/matches/2377728/-,https://liquipedia.net/counterstrike/Perfect_World/Major/2024/Shanghai/Elimination_Stage,perfect-world-shanghai-major-2024-faze-vs-furia-bo3-vLQGARWKClf6GIo-R95MGW.rar,Y,,,
Perfect World Shanghai Major 2024,Opening Stage,2024/11/30,tl,wildcard,,13,10,https://www.hltv.org/matches/2377675/-,https://liquipedia.net/counterstrike/Perfect_World/Major/2024/Shanghai/Opening_Stage,perfect-world-shanghai-major-2024-opening-stage-liquid-vs-wildcard-inferno-5Vl0SpbSZ66X5vk2EnuATZ.rar,Y,,,
Perfect World Shanghai Major 2024,Opening Stage,2024/12/1,tl,flyquest,,5,13,https://www.hltv.org/matches/2377684/-,https://liquipedia.net/counterstrike/Perfect_World/Major/2024/Shanghai/Opening_Stage,perfect-world-shanghai-major-2024-opening-stage-liquid-vs-flyquest-bo3-Mnld0yFzWJY6YayboavdEp.rar,Y,,,
Perfect World Shanghai Major 2024,Opening Stage,2024/12/1,rare atom,fnc,,13,10,https://www.hltv.org/matches/2377683/-,https://liquipedia.net/counterstrike/Perfect_World/Major/2024/Shanghai/Opening_Stage,"","",,,
Perfect World Shanghai Major 2024,Opening Stage,2024/12/1,Complexity,Imperial,,13,4,https://www.hltv.org/matches/2377686/-,https://liquipedia.net/counterstrike/Perfect_World/Major/2024/Shanghai/Opening_Stage,perfect-world-shanghai-major-2024-opening-stage-complexity-vs-imperial-bo3-T6eQZ3OV2C5VxI5g4rfb26.rar,Y,,,
Perfect World Shanghai Major 2024,Opening Stage,2024/12/2,flyquest,paiN,,6,13,https://www.hltv.org/matches/2377689/-,https://liquipedia.net/counterstrike/Perfect_World/Major/2024/Shanghai/Opening_Stage,perfect-world-shanghai-major-2024-opening-stage-flyquest-vs-pain-bo3-3HxVdK8EtCz0sKoMRCrF6_.rar,Y,,,
Perfect World Shanghai Major 2024,Opening Stage,2024/12/2,gl,passion ua,,13,6,https://www.hltv.org/matches/2377691/-,https://liquipedia.net/counterstrike/Perfect_World/Major/2024/Shanghai/Opening_Stage,perfect-world-shanghai-major-2024-opening-stage-gamerlegion-vs-passion-ua-bo3-zeoCdjpkca55diSFsYfyhQ.rar,Y,,,
Perfect World Shanghai Major 2024,Opening Stage,2024/12/2,mibr,rare atom,,13,9,https://www.hltv.org/matches/2377687/-,https://liquipedia.net/counterstrike/Perfect_World/Major/2024/Shanghai/Opening_Stage,perfect-world-shanghai-major-2024-opening-stage-rare-atom-vs-mibr-bo3-yac3RSGpIbpsONLW4fq60T.rar,Y,,,
Perfect World Shanghai Major 2024,Opening Stage,2024/12/2,wildcard,Virtus.pro,,13,7,https://www.hltv.org/matches/2377692/-,https://liquipedia.net/counterstrike/Perfect_World/Major/2024/Shanghai/Opening_Stage,perfect-world-shanghai-major-2024-opening-stage-wildcard-vs-virtuspro-bo3-6RTTvsvHo_gOwI5cBU7m8X.rar,Y,,,
Perfect World Shanghai Major 2024,Opening Stage,2024/12/3,flyquest,mibr,,5,13,https://www.hltv.org/matches/2377694/-,https://liquipedia.net/counterstrike/Perfect_World/Major/2024/Shanghai/Opening_Stage,perfect-world-shanghai-major-2024-opening-stage-mibr-vs-flyquest-bo3-xM33Tk9mndDLOG512YkTW3.rar,Y,,,
Perfect World Shanghai Major 2024,Opening Stage,2024/12/3,passion ua,wildcard,,6,13,https://www.hltv.org/matches/2377695/-,https://liquipedia.net/counterstrike/Perfect_World/Major/2024/Shanghai/Opening_Stage,perfect-world-shanghai-major-2024-opening-stage-wildcard-vs-passion-ua-bo3-HhGC3Zo_vM9ogH47uyZk9r.rar,Y,,,
BLAST Premier World Final 2024,Main/Playoffs,2024/10/30,FaZe,MOUZ,,12,12,https://www.hltv.org/matches/2376873/-,https://liquipedia.net/counterstrike/BLAST/Premier/2024/World_Final,blast-premier-world-final-2024-mouz-vs-faze-bo3-zbjexyQBNvbd4FJXZ5_NQ0.rar,Y,,,
BLAST Premier World Final 2024,Main/Playoffs,2024/10/31,Natus Vincere,FaZe,,13,6,https://www.hltv.org/matches/2376874/-,https://liquipedia.net/counterstrike/BLAST/Premier/2024/World_Final,blast-premier-world-final-2024-natus-vincere-vs-faze-bo3-85W4TIKNsaSyhfu85Ujaky.rar,Y,,,
BLAST Premier World Final 2024,Main/Playoffs,2024/10/30,G2,tl,,13,6,https://www.hltv.org/matches/2376876/-,https://liquipedia.net/counterstrike/BLAST/Premier/2024/World_Final,blast-premier-world-final-2024-g2-vs-liquid-bo3-z3Gdj4swV3x0n8IaBO3p0-.rar,Y,,,
BLAST Premier World Final 2024,Main/Playoffs,2024/11/2,G2,Vitality,,7,13,https://www.hltv.org/matches/2376883/-,https://liquipedia.net/counterstrike/BLAST/Premier/2024/World_Final,blast-premier-world-final-2024-g2-vs-vitality-bo3-JoDBstPWO7OWC1h_ZYzpGK.rar,Y,,,
IEM Katowice 2025,Main/Playoffs,2025/1/29,3DMAX,flyquest,,13,7,https://www.hltv.org/matches/2378417/-,https://liquipedia.net/counterstrike/Intel_Extreme_Masters/2025/Katowice,iem-katowice-2025-play-in-3dmax-vs-flyquest-bo3-PLjCUb6_2MWlCuUmzEVwLY.rar,Y,,,
IEM Katowice 2025,Main/Playoffs,2025/1/29,saw,gl,,9,13,https://www.hltv.org/matches/2378420/-,https://liquipedia.net/counterstrike/Intel_Extreme_Masters/2025/Katowice,iem-katowice-2025-play-in-saw-vs-gamerlegion-bo3-XuHuWGOkSwvpFwqohPGxIl.rar,Y,,,
IEM Katowice 2025,Main/Playoffs,2025/1/29,wildcard,BIG,,12,12,https://www.hltv.org/matches/2378421/-,https://liquipedia.net/counterstrike/Intel_Extreme_Masters/2025/Katowice,iem-katowice-2025-play-in-wildcard-vs-big-bo3-tIPpNK_3yV_e_yMxRaGNk4.rar,Y,,,
IEM Katowice 2025,Main/Playoffs,2025/1/30,3DMAX,mibr,,12,12,https://www.hltv.org/matches/2378691/-,https://liquipedia.net/counterstrike/Intel_Extreme_Masters/2025/Katowice,iem-katowice-2025-play-in-3dmax-vs-mibr-bo3-Cmb0JFn-Un7B7xOgS7kYNa.rar,Y,,,
IEM Katowice 2025,Main/Playoffs,2025/1/30,paiN,gl,,3,13,https://www.hltv.org/matches/2378692/-,https://liquipedia.net/counterstrike/Intel_Extreme_Masters/2025/Katowice,iem-katowice-2025-play-in-pain-vs-gamerlegion-bo3-Hh2Ws1K5m4dYW6cKQZ_q9v.rar,Y,,,
IEM Katowice 2025,Main/Playoffs,2025/1/31,wildcard,FURIA,,13,4,https://www.hltv.org/matches/2378693/-,https://liquipedia.net/counterstrike/Intel_Extreme_Masters/2025/Katowice,iem-katowice-2025-play-in-wildcard-vs-furia-bo3-tw4hh6yPiGHUyxkjRhTr_j.rar,Y,,,
IEM Katowice 2025,Main/Playoffs,2025/1/31,tl,complexity,,13,8,https://www.hltv.org/matches/2378686/-,https://liquipedia.net/counterstrike/Intel_Extreme_Masters/2025/Katowice,iem-katowice-2025-play-in-complexity-vs-liquid-bo3--ld2iy0fwL_96IlIUTqn_8.rar,Y,,,
IEM Katowice 2025,Main/Playoffs,2025/1/30,flyquest,Astralis,,11,13,https://www.hltv.org/matches/2378687/-,https://liquipedia.net/counterstrike/Intel_Extreme_Masters/2025/Katowice,iem-katowice-2025-play-in-flyquest-vs-astralis-bo3-vxQpYEEmvNJvKaMKff_Gh8.rar,Y,,,
IEM Katowice 2025,Main/Playoffs,2025/1/30,Virtus.pro,saw,,13,3,https://www.hltv.org/matches/2378688/-,https://liquipedia.net/counterstrike/Intel_Extreme_Masters/2025/Katowice,iem-katowice-2025-play-in-virtuspro-vs-saw-bo3-dMmoU2EOwngEJOj3Hyw68L.rar,Y,,,
IEM Katowice 2025,Main/Playoffs,2025/1/30,BIG,imperial female,,13,4,https://www.hltv.org/matches/2378689/-,https://liquipedia.net/counterstrike/Intel_Extreme_Masters/2025/Katowice,"","",,,
IEM Katowice 2025,Main/Playoffs,2025/1/31,wildcard,tl,,12,12,https://www.hltv.org/matches/2378694/-,https://liquipedia.net/counterstrike/Intel_Extreme_Masters/2025/Katowice,iem-katowice-2025-play-in-liquid-vs-wildcard-bo3-C2UMOaPFKF_dF1VLSI0toF.rar,Y,,,
IEM Katowice 2025,Main/Playoffs,2025/1/31,paiN,Astralis,,7,13,https://www.hltv.org/matches/2378695/-,https://liquipedia.net/counterstrike/Intel_Extreme_Masters/2025/Katowice,iem-katowice-2025-play-in-pain-vs-astralis-bo3-zcf_AdT_8ajNr9n6bFvh13.rar,Y,,,
IEM Katowice 2025,Main/Playoffs,2025/2/1,G2,Virtus.pro,,9,13,https://www.hltv.org/matches/2378780/-,https://liquipedia.net/counterstrike/Intel_Extreme_Masters/2025/Katowice,iem-katowice-2025-g2-vs-virtuspro-bo3-9AfzkLg2YQb0ev7FUpiz5P.rar,Y,,,
IEM Katowice 2025,Main/Playoffs,2025/2/1,Falcons,ef,,7,13,https://www.hltv.org/matches/2378781/-,https://liquipedia.net/counterstrike/Intel_Extreme_Masters/2025/Katowice,iem-katowice-2025-falcons-vs-eternal-fire-bo3-cTdFkciHJ4VveHxtvsSXyk.rar,Y,,,
IEM Katowice 2025,Main/Playoffs,2025/2/1,Vitality,3DMAX,,12,12,https://www.hltv.org/matches/2378782/-,https://liquipedia.net/counterstrike/Intel_Extreme_Masters/2025/Katowice,iem-katowice-2025-vitality-vs-3dmax-bo3-KNzbDELEQ75v8nvhNNs8tI.rar,Y,,,
IEM Katowice 2025,Main/Playoffs,2025/2/4,Virtus.pro,Vitality,,5,13,https://www.hltv.org/matches/2378910/-,https://liquipedia.net/counterstrike/Intel_Extreme_Masters/2025/Katowice,iem-katowice-2025-virtuspro-vs-vitality-bo3-otzA7F2ZOblq1AmiDEPvx3.rar,Y,,,
IEM Katowice 2025,Main/Playoffs,2025/2/2,3DMAX,BIG,,13,6,https://www.hltv.org/matches/2378900/-,https://liquipedia.net/counterstrike/Intel_Extreme_Masters/2025/Katowice,iem-katowice-2025-3dmax-vs-big-bo3-X6gD68EaamqABozCIIiv3w.rar,Y,,,
IEM Katowice 2025,Main/Playoffs,2025/2/3,FaZe,G2,,10,13,https://www.hltv.org/matches/2378905/-,https://liquipedia.net/counterstrike/Intel_Extreme_Masters/2025/Katowice,iem-katowice-2025-g2-vs-faze-bo3-tckL_w27Ma3f-VUBkdQuwr.rar,Y,,,
IEM Katowice 2025,Main/Playoffs,2025/2/3,ef,3DMAX,,4,13,https://www.hltv.org/matches/2378906/-,https://liquipedia.net/counterstrike/Intel_Extreme_Masters/2025/Katowice,iem-katowice-2025-eternal-fire-vs-3dmax-bo3-9bst8b5OYJdh8ShVuzpY3i.rar,Y,,,
IEM Katowice 2025,Main/Playoffs,2025/2/1,MOUZ,gl,,9,13,https://www.hltv.org/matches/2378786/-,https://liquipedia.net/counterstrike/Intel_Extreme_Masters/2025/Katowice,iem-katowice-2025-mouz-vs-gamerlegion-bo3-OoC3jp926mkZiFauaUcBEE.rar,Y,,,
IEM Katowice 2025,Main/Playoffs,2025/2/3,Astralis,FURIA,,13,10,https://www.hltv.org/matches/2378901/-,https://liquipedia.net/counterstrike/Intel_Extreme_Masters/2025/Katowice,iem-katowice-2025-furia-vs-astralis-bo3-O6WQd6qrke0A2Xe2qvWrEG.rar,Y,,,
ESL Pro League Season 21,Main/Playoffs,2025/3/7,Vitality,mibr,,13,3,https://www.hltv.org/matches/2380040/-,https://liquipedia.net/counterstrike/ESL/Pro_League/Season_21/Stage_2,esl-pro-league-season-21-vitality-vs-mibr-bo3-vjmAHfXA4PQfROTmirSCCF.rar,Y,,,
ESL Pro League Season 21,Main/Playoffs,2025/3/7,The MongolZ,gl,,13,9,https://www.hltv.org/matches/2380044/-,https://liquipedia.net/counterstrike/ESL/Pro_League/Season_21/Stage_2,esl-pro-league-season-21-the-mongolz-vs-gamerlegion-bo3-cVvAtea3a2jqGyYHg8g5GI.rar,Y,,,
ESL Pro League Season 21,Main/Playoffs,2025/3/7,ef,3DMAX,,10,13,https://www.hltv.org/matches/2380045/-,https://liquipedia.net/counterstrike/ESL/Pro_League/Season_21/Stage_2,esl-pro-league-season-21-eternal-fire-vs-3dmax-bo3-n92j1X5nWKaSf3a0PZ-lWq.rar,Y,,,
ESL Pro League Season 21,Main/Playoffs,2025/3/7,Natus Vincere,saw,,13,3,https://www.hltv.org/matches/2380041/-,https://liquipedia.net/counterstrike/ESL/Pro_League/Season_21/Stage_2,esl-pro-league-season-21-natus-vincere-vs-saw-bo3-PeKJ4V-uBfKnBCIB8ocl58.rar,Y,,,
ESL Pro League Season 21,Main/Playoffs,2025/3/7,MOUZ,FURIA,,12,12,https://www.hltv.org/matches/2380042/-,https://liquipedia.net/counterstrike/ESL/Pro_League/Season_21/Stage_2,esl-pro-league-season-21-mouz-vs-furia-bo3-BKGRWkyfRh7Bo8KhpXS3Tc.rar,Y,,,
ESL Pro League Season 21,Main/Playoffs,2025/3/7,G2,paiN,,13,8,https://www.hltv.org/matches/2380043/-,https://liquipedia.net/counterstrike/ESL/Pro_League/Season_21/Stage_2,esl-pro-league-season-21-g2-vs-pain-bo3-CH2M9HysLDAgQQ2LK1OEKL.rar,Y,,,
ESL Pro League Season 21,Main/Playoffs,2025/3/7,Falcons,Team Liquid,,12,12,https://www.hltv.org/matches/2380046/-,https://liquipedia.net/counterstrike/ESL/Pro_League/Season_21/Stage_2,esl-pro-league-season-21-falcons-vs-liquid-bo3-2UFRkADcYr8yzKfwCRAb14.rar,Y,,,
ESL Pro League Season 21,Main/Playoffs,2025/3/8,Natus Vincere,tyloo,,10,13,https://www.hltv.org/matches/2380047/-,https://liquipedia.net/counterstrike/ESL/Pro_League/Season_21/Stage_2,esl-pro-league-season-21-natus-vincere-vs-tyloo-bo3-u9zlDGjnIy0eSohnO5P-Xx.rar,Y,,,
ESL Pro League Season 21,Main/Playoffs,2025/3/8,ef,mibr,,13,8,https://www.hltv.org/matches/2380048/-,https://liquipedia.net/counterstrike/ESL/Pro_League/Season_21/Stage_2,esl-pro-league-season-21-eternal-fire-vs-mibr-bo3-5c0XDtyDjecC4DbnFrXdzE.rar,Y,,,
ESL Pro League Season 21,Main/Playoffs,2025/3/8,gl,paiN,,12,12,https://www.hltv.org/matches/2380050/-,https://liquipedia.net/counterstrike/ESL/Pro_League/Season_21/Stage_2,esl-pro-league-season-21-gamerlegion-vs-pain-bo3-zcuZjSa9VUSMkJoK5k8I3c.rar,Y,,,
ESL Pro League Season 21,Main/Playoffs,2025/3/9,Vitality,MOUZ,,13,6,https://www.hltv.org/matches/2380059/-,https://liquipedia.net/counterstrike/ESL/Pro_League/Season_21/Stage_2,esl-pro-league-season-21-vitality-vs-mouz-bo3-Ko5VJMvyF1OsCx2TbVU9pb.rar,Y,,,
ESL Pro League Season 21,Main/Playoffs,2025/3/9,Falcons,3DMAX,,11,13,https://www.hltv.org/matches/2380056/-,https://liquipedia.net/counterstrike/ESL/Pro_League/Season_21/Stage_2,esl-pro-league-season-21-falcons-vs-3dmax-bo3-XHM3Ovc8L9TfLFTYQFrGdT.rar,Y,,,
ESL Pro League Season 21,Main/Playoffs,2025/3/9,tl,ef,,13,11,https://www.hltv.org/matches/2380062/-,https://liquipedia.net/counterstrike/ESL/Pro_League/Season_21/Stage_2,esl-pro-league-season-21-liquid-vs-eternal-fire-bo3-CNOyWRu1TC6SAE5CfCGIW3.rar,Y,,,
ESL Pro League Season 21,Main/Playoffs,2025/3/9,gl,tyloo,,12,12,https://www.hltv.org/matches/2380055/-,https://liquipedia.net/counterstrike/ESL/Pro_League/Season_21/Stage_2,esl-pro-league-season-21-gamerlegion-vs-tyloo-bo3-0g9mXt3FIxC8XzjXNUjRL7.rar,Y,,,
ESL Pro League Season 21,Main/Playoffs,2025/3/9,FURIA,mibr,,13,1,https://www.hltv.org/matches/2380061/-,https://liquipedia.net/counterstrike/ESL/Pro_League/Season_21/Stage_2,esl-pro-league-season-21-furia-vs-mibr-bo3-1x0PnkwTNyxoKAJfPwIvNd.rar,Y,,,
ESL Pro League Season 21,Main/Playoffs,2025/3/10,saw,gl,,9,13,https://www.hltv.org/matches/2380064/-,https://liquipedia.net/counterstrike/ESL/Pro_League/Season_21/Stage_2,esl-pro-league-season-21-saw-vs-gamerlegion-bo3-i3GKnlERTADUjBFGAUMY9r.rar,Y,,,
ESL Pro League Season 21,Main/Playoffs,2025/3/10,ef,paiN,,13,7,https://www.hltv.org/matches/2380066/-,https://liquipedia.net/counterstrike/ESL/Pro_League/Season_21/Stage_2,esl-pro-league-season-21-eternal-fire-vs-pain-bo3-AZpFufawYqRfOJB51VOcsl.rar,Y,,,
ESL Pro League Season 21,Main/Playoffs,2025/3/11,Team Liquid,3DMAX,,13,11,https://www.hltv.org/matches/2380069/-,https://liquipedia.net/counterstrike/ESL/Pro_League/Season_21/Stage_2,esl-pro-league-season-21-liquid-vs-3dmax-bo3-k7r_vGkiL4eRhxKdRPUZx1.rar,Y,,,
ESL Pro League Season 21,Main/Playoffs,2025/3/11,Falcons,ef,,8,13,https://www.hltv.org/matches/2380070/-,https://liquipedia.net/counterstrike/ESL/Pro_League/Season_21/Stage_2,esl-pro-league-season-21-falcons-vs-eternal-fire-bo3-phsUuIPkfmDIZj0rrTDsQ4.rar,Y,,,
ESL Pro League Season 21,Main/Playoffs,2025/3/11,G2,GamerLegion,,13,11,https://www.hltv.org/matches/2380071/-,https://liquipedia.net/counterstrike/ESL/Pro_League/Season_21/Stage_2,esl-pro-league-season-21-g2-vs-gamerlegion-bo3-NeDDj2I6FJz4dj3sgLsEYT.rar,Y,,,
PGL Cluj-Napoca 2025,Main/Playoffs,2025/2/14,3DMAX,Virtus.pro,,13,6,https://www.hltv.org/matches/2379327/-,https://liquipedia.net/counterstrike/PGL/2025/Cluj-Napoca,pgl-cluj-napoca-2025-3dmax-vs-virtuspro-bo3-hu13fUhso1EE7gCH_S4Lmo.rar,Y,,,
PGL Cluj-Napoca 2025,Main/Playoffs,2025/2/14,Falcons,flyquest,,13,9,https://www.hltv.org/matches/2379329/-,https://liquipedia.net/counterstrike/PGL/2025/Cluj-Napoca,pgl-cluj-napoca-2025-falcons-vs-flyquest-bo3-5kT8JCc60wr4bqeHxPf95U.rar,Y,,,
PGL Cluj-Napoca 2025,Main/Playoffs,2025/2/14,paiN,Astralis,,7,13,https://www.hltv.org/matches/2379332/-,https://liquipedia.net/counterstrike/PGL/2025/Cluj-Napoca,pgl-cluj-napoca-2025-pain-vs-astralis-bo3-3z-97MndEg0aOHKWqx5Qb4.rar,Y,,,
PGL Cluj-Napoca 2025,Main/Playoffs,2025/2/15,MOUZ,3DMAX,,13,9,https://www.hltv.org/matches/2379334/-,https://liquipedia.net/counterstrike/PGL/2025/Cluj-Napoca,pgl-cluj-napoca-2025-mouz-vs-3dmax-bo3--dgpcC5gFSYXjL5Fb3qgER.rar,Y,,,
PGL Cluj-Napoca 2025,Main/Playoffs,2025/2/15,The MongolZ,wildcard,,12,12,https://www.hltv.org/matches/2379336/-,https://liquipedia.net/counterstrike/PGL/2025/Cluj-Napoca,pgl-cluj-napoca-2025-the-mongolz-vs-wildcard-bo3-uN17z6hpzkXaSff9BDiAdT.rar,Y,,,
PGL Cluj-Napoca 2025,Main/Playoffs,2025/2/15,FaZe,ef,,13,10,https://www.hltv.org/matches/2379338/-,https://liquipedia.net/counterstrike/PGL/2025/Cluj-Napoca,pgl-cluj-napoca-2025-faze-vs-eternal-fire-bo3-CJ-L_HyUe_YeaiHjQ-Zqtb.rar,Y,,,
PGL Cluj-Napoca 2025,Main/Playoffs,2025/2/15,BIG,flyquest,,1,13,https://www.hltv.org/matches/2379335/-,https://liquipedia.net/counterstrike/PGL/2025/Cluj-Napoca,pgl-cluj-napoca-2025-big-vs-flyquest-bo3-C-3yvsgJ8zkTjN6aL6n7L9.rar,Y,,,
PGL Cluj-Napoca 2025,Main/Playoffs,2025/2/15,Complexity,Virtus.pro,,12,12,https://www.hltv.org/matches/2379337/-,https://liquipedia.net/counterstrike/PGL/2025/Cluj-Napoca,pgl-cluj-napoca-2025-complexity-vs-virtuspro-bo3-vrjThNCs9-hR8Oe-Eu4uoC.rar,Y,,,
PGL Cluj-Napoca 2025,Main/Playoffs,2025/2/15,saw,Astralis,,6,13,https://www.hltv.org/matches/2379341/-,https://liquipedia.net/counterstrike/PGL/2025/Cluj-Napoca,pgl-cluj-napoca-2025-saw-vs-astralis-bo3-EODMWztd79YjpTGWlYt9Iv.rar,Y,,,
PGL Cluj-Napoca 2025,Main/Playoffs,2025/2/16,paiN,The MongolZ,,12,12,https://www.hltv.org/matches/2379348/-,https://liquipedia.net/counterstrike/PGL/2025/Cluj-Napoca,pgl-cluj-napoca-2025-pain-vs-the-mongolz-bo3-MraHTnw1vh1xR29tbSnvr-.rar,Y,,,
PGL Cluj-Napoca 2025,Main/Playoffs,2025/2/16,ef,BIG,,13,9,https://www.hltv.org/matches/2379342/-,https://liquipedia.net/counterstrike/PGL/2025/Cluj-Napoca,pgl-cluj-napoca-2025-eternal-fire-vs-big-bo3-P63EaSrXNik5P5bpu5_ZME.rar,Y,,,
PGL Cluj-Napoca 2025,Main/Playoffs,2025/2/16,3DMAX,mibr,,13,11,https://www.hltv.org/matches/2379343/-,https://liquipedia.net/counterstrike/PGL/2025/Cluj-Napoca,pgl-cluj-napoca-2025-3dmax-vs-mibr-bo3-3dcjaAyO4S7Qp9OIwr_k38.rar,Y,,,
PGL Cluj-Napoca 2025,Main/Playoffs,2025/2/16,wildcard,Virtus.pro,,10,13,https://www.hltv.org/matches/2379345/-,https://liquipedia.net/counterstrike/PGL/2025/Cluj-Napoca,pgl-cluj-napoca-2025-wildcard-vs-virtuspro-bo3-jIQjmeC_CatWQKY1yOPGBx.rar,Y,,,
PGL Cluj-Napoca 2025,Main/Playoffs,2025/2/16,saw,flyquest,,12,12,https://www.hltv.org/matches/2379349/-,https://liquipedia.net/counterstrike/PGL/2025/Cluj-Napoca,pgl-cluj-napoca-2025-saw-vs-flyquest-bo3-y7RJwWsFpNcpqmKExBQCvs.rar,Y,,,
PGL Cluj-Napoca 2025,Main/Playoffs,2025/2/17,3DMAX,ef,,13,5,https://www.hltv.org/matches/2379352/-,https://liquipedia.net/counterstrike/PGL/2025/Cluj-Napoca,pgl-cluj-napoca-2025-3dmax-vs-eternal-fire-bo3-socQKKczrU9L4yVS_ghkP0.rar,Y,,,
PGL Cluj-Napoca 2025,Main/Playoffs,2025/2/17,paiN,Virtus.pro,,13,9,https://www.hltv.org/matches/2379354/-,https://liquipedia.net/counterstrike/PGL/2025/Cluj-Napoca,pgl-cluj-napoca-2025-pain-vs-virtuspro-bo3-bR_wWg3qJEcg6JK4WMn3Xz.rar,Y,,,
PGL Cluj-Napoca 2025,Main/Playoffs,2025/2/17,wildcard,BIG,,13,11,https://www.hltv.org/matches/2379351/-,https://liquipedia.net/counterstrike/PGL/2025/Cluj-Napoca,pgl-cluj-napoca-2025-wildcard-vs-big-bo3-1SUv0RLF-c22rE9dRgARjd.rar,Y,,,
PGL Cluj-Napoca 2025,Main/Playoffs,2025/2/17,Astralis,mibr,,12,12,https://www.hltv.org/matches/2379353/-,https://liquipedia.net/counterstrike/PGL/2025/Cluj-Napoca,pgl-cluj-napoca-2025-astralis-vs-mibr-bo3-ApDcTA92DCxwpJOhhiSljt.rar,Y,,,
PGL Cluj-Napoca 2025,Main/Playoffs,2025/2/17,Complexity,saw,,4,13,https://www.hltv.org/matches/2379355/-,https://liquipedia.net/counterstrike/PGL/2025/Cluj-Napoca,pgl-cluj-napoca-2025-complexity-vs-saw-bo3-JBwBDysaaoZLJpQ_-5CsRU.rar,Y,,,
PGL Cluj-Napoca 2025,Main/Playoffs,2025/2/18,Astralis,BIG,,13,8,https://www.hltv.org/matches/2379356/-,https://liquipedia.net/counterstrike/PGL/2025/Cluj-Napoca,pgl-cluj-napoca-2025-astralis-vs-big-bo3-gLp7l4oPqUODb3Hn7jPdXh.rar,Y,,,
PGL Cluj-Napoca 2025,Main/Playoffs,2025/2/18,MOUZ,Virtus.pro,,12,12,https://www.hltv.org/matches/2379357/-,https://liquipedia.net/counterstrike/PGL/2025/Cluj-Napoca,pgl-cluj-napoca-2025-mouz-vs-virtuspro-bo3-Df9YIb_wElnJgOnPvu4DDv.rar,Y,,,
PGL Cluj-Napoca 2025,Main/Playoffs,2025/2/21,paiN,MOUZ,,11,13,https://www.hltv.org/matches/2379359/-,https://liquipedia.net/counterstrike/PGL/2025/Cluj-Napoca,pgl-cluj-napoca-2025-pain-vs-mouz-bo3-t-6evlGt49BiQIQZljRgGH.rar,Y,,,
PGL Cluj-Napoca 2025,Main/Playoffs,2025/2/21,Astralis,The MongolZ,,12,12,https://www.hltv.org/matches/2379360/-,https://liquipedia.net/counterstrike/PGL/2025/Cluj-Napoca,pgl-cluj-napoca-2025-the-mongolz-vs-astralis-bo3-YAV2RgpiZieqSu0QI05xT1.rar,Y,,,
PGL Cluj-Napoca 2025,Main/Playoffs,2025/2/22,MOUZ,Astralis,,12,12,https://www.hltv.org/matches/2379363/-,https://liquipedia.net/counterstrike/PGL/2025/Cluj-Napoca,pgl-cluj-napoca-2025-mouz-vs-astralis-bo3-VsuFGPB2798TbTfjlrlR9D.rar,Y,,,
PGL Cluj-Napoca 2025,Main/Playoffs,2025/2/23,FaZe,Astralis,,8,13,https://www.hltv.org/matches/2379365/-,https://liquipedia.net/counterstrike/PGL/2025/Cluj-Napoca,pgl-cluj-napoca-2025-astralis-vs-faze-bo3-tNlUu14te2KjP3hLIlbd32.rar,Y,,,
IEM Dallas 2025,Main/Playoffs,2025/5/19,Vitality,legacy,,13,5,https://www.hltv.org/matches/2382375/-,https://liquipedia.net/counterstrike/Intel_Extreme_Masters/2025/Dallas,iem-dallas-2025-vitality-vs-legacy-bo3-syKptUxuymJbs1MOtRsffX.rar,Y,,,
